RMS,Energy,ZCR,LAT,TC,ED,SC,SS,SV,SF,SD,Instrument
0.44248017106395954,83723.75202331763,0.02298286107155134,0.027868480725623583,4.079730339629889,1.0,12439.080012061084,20167.71522626966,1.621318876212292,2.1056269649223566e-07,-5.8315263559586964e-06,sax
0.2853256234958273,31522.471695229287,0.0603404415771572,0.017981859410430838,3.590035195580811,1.0,26351.54553277876,26053.832913737326,0.9887022710424666,6.574514732319246e-07,-5.2612388309550414e-08,vln
0.2759025913361314,25644.897524169653,0.01275189898216337,0.10993197278911565,2.7130921944764843,1.0,10676.105520734984,17209.870748090347,1.6119989367532548,4.1078291004074567e-07,-1.8807948704223387e-05,vcl
0.6072067084514332,117957.08067326006,0.05483750980692471,0.10861678004535147,2.8747884826957613,1.0,11679.837896797275,10716.084475985106,0.917485719465641,1.4681297736448453e-07,-9.645959582732938e-06,trp
0.28723733043800537,30383.395884791153,0.13424482702438495,0.0,3.977728926991982,1.0,46213.19864320774,41560.79661498792,0.8993274180361542,1.11876460201516e-06,-8.61547047108575e-07,vln
0.13476442379771333,4019.3468050335773,0.040838273568536726,0.30961451247165533,0.5212484087974366,1.0,3766.6048604597086,7640.212893385606,2.0284083880391766,2.2049336623610307e-07,-1.1073428590957947e-08,gui
0.4366069507067327,67224.12820982536,0.03377286261165462,0.23113378684807256,3.6851738619633285,1.0,16063.657510419634,23033.104189608544,1.4338642475829806,5.746584722144225e-07,-1.6493298948443335e-05,flt
0.31772528776443515,42903.47735612208,0.07775058823529411,0.005328798185941043,3.86215120977285,1.0,36438.623623306696,35951.48753618136,0.9866313258107324,7.804268598460475e-07,-9.99849837763652e-06,vln
0.27451865438358525,19191.754954970525,0.03393464380796808,0.0,1.7022584484738859,1.0,19475.86902178697,23818.83390067844,1.2229920972477863,9.415951387781683e-07,-4.658474146221539e-07,acc
0.3515034466751296,39318.309377893165,0.05693437996895288,0.0028117913832199546,3.2084874899605307,1.0,13586.66042976732,17102.516024954533,1.258772611074039,4.5604884466149064e-07,-4.404420890752734e-06,clr
0.29303906585882855,18856.609229682304,0.012140807869210802,0.0007029478458049886,1.7246533825382797,1.0,7874.469361138516,13599.546192937882,1.7270428735240662,8.915107144824368e-07,-2.89947029420318e-05,cbs
0.22107704996088104,14421.320174756,0.029834104349889007,0.012970521541950114,2.1722742548269154,1.0,14908.715438891446,18103.158186899163,1.2142667999199026,5.649003087606161e-07,-2.1442141910351772e-05,acc
0.06769803053645299,807.817442716585,0.07036076771642376,0.021020408163265305,0.15089411391525687,1.0,13500.283735713125,17371.525336468567,1.2867526102814129,2.1247830752521584e-06,-1.6468695436903338e-05,hrp
0.2410765448460201,10781.74230660017,0.01531412554240897,0.04117913832199546,1.653043910316898,1.0,2444.787712193496,6467.364854092663,2.6453686845022863,2.4592052710127293e-07,-1.1386685752288957e-05,tub
0.2723697956538647,21678.57836852195,0.021935377897625778,0.31979591836734694,2.734938178785302,1.0,5669.873121202074,7143.2150195721515,1.2598544741434554,9.809759829052126e-08,-1.9108827807120016e-05,trb
0.10041703908772703,2863.263285575752,0.02616630216972527,0.39156462585034013,0.7027896706800285,1.0,5089.443481056694,8753.234010698387,1.7198803844228956,1.5844810158502463e-07,-7.437620242899887e-06,gui
0.12310137125885107,11766.600851430496,0.015834461299906885,0.028888888888888888,0.8506004307628177,1.0,8905.034960922407,22469.356351398124,2.5232193304124535,4.3939786387513814e-08,-1.366360871181733e-06,hrp
0.25064584348511465,19055.38667189594,0.04494637623344554,0.002403628117913832,2.3339941793932684,1.0,14916.116585144948,18759.290183906243,1.257652424263614,6.871342459466566e-07,-3.4325802933922245e-06,vcl
0.08147610471130055,1042.6865202062345,0.03666518112943274,0.0027437641723356007,0.33438204918392844,1.0,6495.341150023304,9577.140491091206,1.4744630451099316,9.916842338105475e-07,-6.7391807348672715e-06,gui
0.2904224609617111,33610.13065517693,0.04309594135759869,0.0019047619047619048,3.8463559807413823,1.0,24405.232419684693,28509.956685008132,1.1681903370038247,7.403630915550906e-07,-3.1179604384993436e-06,vln
0.22425641587085207,16812.261261804117,0.0095034400239306,0.12426303854875284,2.05623721491608,1.0,8317.813365279504,18188.54607281875,2.186698026760493,4.114426911235305e-07,-2.9564136397451107e-05,cbs
0.11847753611921018,4652.497199149368,0.018657583263689218,0.02621315192743764,0.4713489045134296,1.0,6354.162394798762,11783.63517579639,1.8544749793366873,1.6079630849453657e-07,-8.149882160905352e-05,hrp
0.3180900317147468,28208.426964014783,0.043982768453787964,0.0,2.2892055845292725,1.0,15342.691838828594,22926.62975295822,1.4943029550353437,8.366008674053017e-07,-0.00011948047867921102,acc
0.2525764814179538,23043.60341063471,0.07179123732745685,0.4859637188208617,2.70912632821788,1.0,26316.930646839424,26860.761010129972,1.0206646576908414,2.261860059389758e-07,-9.444228246834107e-06,clr
0.2535389183133202,21047.592598333104,0.06900795905028922,0.0,3.213480403980542,1.0,24482.71226791814,26470.623454082826,1.0811965261205811,8.564497373445733e-07,-1.4349004795686724e-07,vcl
0.39987610280045255,59125.75539769105,0.07568320419726042,0.41496598639455784,3.7245375649587324,1.0,37800.913001875015,45699.35520587354,1.2089484506262254,1.3049876144620475e-06,-5.044954917896716e-05,flt
0.0911737636641267,1833.8797973758049,0.025061986374329707,0.1628798185941043,0.33111937199082836,1.0,4323.511179402271,7873.341486458695,1.8210526490525207,2.865485925323578e-07,-1.1294381021012424e-05,gui
0.4756216683374966,71189.71376516481,0.01839859166566041,0.2791609977324263,2.8138462588161395,1.0,6899.002013152886,9690.856839829969,1.4046751720545139,1.2279031347669188e-07,-7.018704281266168e-05,trb
0.09095271710817099,488.11277019592654,0.023523430217778155,0.0572108843537415,0.1128505943289355,1.0,1020.3108147039835,1857.241350350239,1.820270180012812,8.529164112612176e-07,-1.0379685644184722e-05,vcl
